Student,Module Code,Mark,Gender,UoN Student Group,Ethnicity
S160323173,CSC8207,64,Male,Not Assigned,White including Another other and Irish
S160323173,CSC8498,78,Male,Not Assigned,White including Another other and Irish
S160323173,CSC8501,83,Male,Not Assigned,White including Another other and Irish
S160323173,CSC8502,90,Male,Not Assigned,White including Another other and Irish
S160323173,CSC8503,85,Male,Not Assigned,White including Another other and Irish
S160323173,CSC8508,69,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3124,86,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3221,53,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3222,82,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3223,67,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3224,98,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3422,64,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3423,58,Male,Not Assigned,White including Another other and Irish
S160379158,CSC3621,68,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8207,72,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8498,81,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8501,81,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8502,95,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8503,88,Male,Not Assigned,White including Another other and Irish
S160398469,CSC8508,66,Male,Not Assigned,White including Another other and Irish
S170291053,CSC3124,80,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3221,56,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3222,82,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3223,56,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3224,88,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3321,73,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3323,57,Male,Widening Participation,White including Another other and Irish
S170291053,CSC3621,56,Male,Widening Participation,White including Another other and Irish
S170323011,CSC3121,59,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3124,70,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3221,65,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3222,68,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3223,71,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3224,98,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3324,63,Male,Not Assigned,White including Another other and Irish
S170323011,CSC3423,65,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3221,67,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3222,69,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3223,65,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3224,87,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3321,66,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3422,62,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3423,59,Male,Not Assigned,White including Another other and Irish
S170334969,CSC3721,59,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3124,77,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3221,35,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3222,83,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3223,35,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3224,90,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3323,55,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3621,56,Male,Not Assigned,White including Another other and Irish
S170346607,CSC3721,66,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3124,79,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3221,80,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3222,82,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3223,71,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3224,100,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3324,85,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3422,66,Male,Not Assigned,White including Another other and Irish
S170370129,CSC3721,70,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3124,80,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3221,61,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3222,76,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3223,64,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3224,97,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3422,79,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3423,50,Male,Not Assigned,White including Another other and Irish
S170395616,CSC3723,70,Male,Not Assigned,White including Another other and Irish
S170426208,CSC3123,50,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3221,53,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3222,84,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3223,60,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3224,100,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3422,70,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3721,67,Male,PARTNERS,White including Another other and Irish
S170426208,CSC3722,79,Male,PARTNERS,White including Another other and Irish
S170437868,CSC3122,48,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3123,84,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3124,85,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3221,85,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3222,91,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3223,76,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3224,100,Male,Not Assigned,White including Another other and Irish
S170437868,CSC3621,79,Male,Not Assigned,White including Another other and Irish
S170725189,CSC3121,50,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3221,63,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3222,83,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3223,72,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3224,85,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3321,75,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3324,32,Male,Not Assigned,Asian or Asian British (all)
S170725189,CSC3423,67,Male,Not Assigned,Asian or Asian British (all)
S170727105,CSC3221,75,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3222,72,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3223,65,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3224,94,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3321,64,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3324,61,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3621,72,Male,Not Assigned,White including Another other and Irish
S170727105,CSC3721,75,Male,Not Assigned,White including Another other and Irish
S180119813,CSC2023,64,Male,Not Assigned,White including Another other and Irish
S180119813,CSC2024,84,Male,Not Assigned,White including Another other and Irish
S180119813,CSC2025,68,Male,Not Assigned,White including Another other and Irish
S180119813,CSC2026,71,Male,Not Assigned,White including Another other and Irish
S180161074,CSC2023,69,Male,Not Assigned,White including Another other and Irish
S180161074,CSC2024,83,Male,Not Assigned,White including Another other and Irish
S180161074,CSC2025,75,Male,Not Assigned,White including Another other and Irish
S180161074,CSC2026,93,Male,Not Assigned,White including Another other and Irish
S180165038,CSC2023,86,Male,Not Assigned,White including Another other and Irish
S180165038,CSC2024,67,Male,Not Assigned,White including Another other and Irish
S180165038,CSC2025,88,Male,Not Assigned,White including Another other and Irish
S180165038,CSC2026,79,Male,Not Assigned,White including Another other and Irish
S180246647,CSC2023,73,Male,Not Assigned,White including Another other and Irish
S180246647,CSC2024,92,Male,Not Assigned,White including Another other and Irish
S180246647,CSC2025,79,Male,Not Assigned,White including Another other and Irish
S180246647,CSC2026,80,Male,Not Assigned,White including Another other and Irish
S180264157,CSC2023,77,Male,PARTNERS,White including Another other and Irish
S180264157,CSC2024,81,Male,PARTNERS,White including Another other and Irish
S180264157,CSC2025,72,Male,PARTNERS,White including Another other and Irish
S180264157,CSC2026,84,Male,PARTNERS,White including Another other and Irish
S180282601,CSC2023,49,Female,Not Assigned,White including Another other and Irish
S180282601,CSC2024,88,Female,Not Assigned,White including Another other and Irish
S180282601,CSC2025,35,Female,Not Assigned,White including Another other and Irish
S180282601,CSC2026,81,Female,Not Assigned,White including Another other and Irish
S180292611,CSC2023,45,Male,Not Assigned,White including Another other and Irish
S180292611,CSC2024,70,Male,Not Assigned,White including Another other and Irish
S180292611,CSC2025,42,Male,Not Assigned,White including Another other and Irish
S180292611,CSC2026,77,Male,Not Assigned,White including Another other and Irish
S180341964,CSC2023,78,Male,Widening Participation,White including Another other and Irish
S180341964,CSC2024,93,Male,Widening Participation,White including Another other and Irish
S180341964,CSC2025,69,Male,Widening Participation,White including Another other and Irish
S180341964,CSC2026,89,Male,Widening Participation,White including Another other and Irish
S180360194,CSC2023,83,Male,Not Assigned,White including Another other and Irish
S180360194,CSC2024,88,Male,Not Assigned,White including Another other and Irish
S180360194,CSC2025,77,Male,Not Assigned,White including Another other and Irish
S180360194,CSC2026,95,Male,Not Assigned,White including Another other and Irish
S180363634,CSC2023,69,Male,Not Assigned,White including Another other and Irish
S180363634,CSC2024,96,Male,Not Assigned,White including Another other and Irish
S180363634,CSC2025,83,Male,Not Assigned,White including Another other and Irish
S180363634,CSC2026,74,Male,Not Assigned,White including Another other and Irish
S180368813,CSC2023,86,Male,Not Assigned,White including Another other and Irish
S180368813,CSC2024,93,Male,Not Assigned,White including Another other and Irish
S180368813,CSC2025,84,Male,Not Assigned,White including Another other and Irish
S180368813,CSC2026,87,Male,Not Assigned,White including Another other and Irish
S190069456,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S190069456,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S190069456,CSC1034,72,Male,Not Assigned,White including Another other and Irish
S190069456,CSC1035,71,Male,Not Assigned,White including Another other and Irish
S190139450,CSC1032,0,Male,Not Assigned,Asian or Asian British (all)
S190139450,CSC1033,0,Male,Not Assigned,Asian or Asian British (all)
S190139450,CSC1034,53,Male,Not Assigned,Asian or Asian British (all)
S190139450,CSC1035,79,Male,Not Assigned,Asian or Asian British (all)
S190502311,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S190502311,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S190502311,CSC1034,77,Male,Not Assigned,White including Another other and Irish
S190502311,CSC1035,86,Male,Not Assigned,White including Another other and Irish
S140032318,CSC8207,92,Female,PARTNERS,White including Another other and Irish
S140032318,CSC8498,90,Female,PARTNERS,White including Another other and Irish
S140032318,CSC8501,91,Female,PARTNERS,White including Another other and Irish
S140032318,CSC8502,92,Female,PARTNERS,White including Another other and Irish
S140032318,CSC8503,97,Female,PARTNERS,White including Another other and Irish
S140032318,CSC8508,83,Female,PARTNERS,White including Another other and Irish
S150030229,CSC8207,92,Female,Not Assigned,White including Another other and Irish
S150030229,CSC8498,80,Female,Not Assigned,White including Another other and Irish
S150030229,CSC8501,83,Female,Not Assigned,White including Another other and Irish
S150030229,CSC8502,82,Female,Not Assigned,White including Another other and Irish
S150030229,CSC8503,94,Female,Not Assigned,White including Another other and Irish
S150030229,CSC8508,81,Female,Not Assigned,White including Another other and Irish
S150249751,CSC8207,50,Male,Not Assigned,White including Another other and Irish
S150249751,CSC8498,78,Male,Not Assigned,White including Another other and Irish
S150249751,CSC8501,85,Male,Not Assigned,White including Another other and Irish
S150249751,CSC8502,91,Male,Not Assigned,White including Another other and Irish
S150249751,CSC8503,77,Male,Not Assigned,White including Another other and Irish
S150249751,CSC8508,68,Male,Not Assigned,White including Another other and Irish
S160376548,CSC3221,67,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3222,70,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3223,67,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3224,98,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3423,63,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3721,69,Male,Not Assigned,Mixed White and Asian
S160376548,CSC3722,63,Male,Not Assigned,Mixed White and Asian
S160376548,SUG3500,64,Male,Not Assigned,Mixed White and Asian
S170239882,CSC2023,83,Male,Not Assigned,White including Another other and Irish
S170239882,CSC2024,91,Male,Not Assigned,White including Another other and Irish
S170239882,CSC2025,85,Male,Not Assigned,White including Another other and Irish
S170239882,CSC2026,97,Male,Not Assigned,White including Another other and Irish
S180112722,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S180112722,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S180112722,CSC1034,69,Male,Not Assigned,White including Another other and Irish
S180112722,CSC1035,64,Male,Not Assigned,White including Another other and Irish
S180217360,CSC2023,48,Male,Not Assigned,Mixed White and Black Caribbean
S180217360,CSC2024,90,Male,Not Assigned,Mixed White and Black Caribbean
S180217360,CSC2025,57,Male,Not Assigned,Mixed White and Black Caribbean
S180217360,CSC2026,78,Male,Not Assigned,Mixed White and Black Caribbean
S180321173,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S180321173,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S180321173,CSC1034,0,Male,Not Assigned,White including Another other and Irish
S180321173,CSC1035,0,Male,Not Assigned,White including Another other and Irish
S180322435,CSC2023,48,Male,Not Assigned,White including Another other and Irish
S180322435,CSC2024,91,Male,Not Assigned,White including Another other and Irish
S180322435,CSC2025,67,Male,Not Assigned,White including Another other and Irish
S180322435,CSC2026,76,Male,Not Assigned,White including Another other and Irish
S180471892,CSC2023,67,Male,Not Assigned,Asian or Asian British (all)
S180471892,CSC2024,59,Male,Not Assigned,Asian or Asian British (all)
S180471892,CSC2025,54,Male,Not Assigned,Asian or Asian British (all)
S180471892,CSC2026,81,Male,Not Assigned,Asian or Asian British (all)
S180718339,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S180718339,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S180718339,CSC1034,69,Male,Not Assigned,White including Another other and Irish
S180718339,CSC1035,72,Male,Not Assigned,White including Another other and Irish
S190107231,CSC1032,0,Male,Not Assigned,White including Another other and Irish
S190107231,CSC1033,0,Male,Not Assigned,White including Another other and Irish
S190107231,CSC1034,55,Male,Not Assigned,White including Another other and Irish
S190107231,CSC1035,83,Male,Not Assigned,White including Another other and Irish
S190248453,CSC1032,0,Male,Not Assigned,Refused
S190248453,CSC1033,0,Male,Not Assigned,Refused
S190248453,CSC1034,70,Male,Not Assigned,Refused
S190248453,CSC1035,78,Male,Not Assigned,Refused
S190316660,CSC1032,0,Male,Widening Participation,White including Another other and Irish
S190316660,CSC1033,0,Male,Widening Participation,White including Another other and Irish
S190316660,CSC1034,79,Male,Widening Participation,White including Another other and Irish
S190316660,CSC1035,83,Male,Widening Participation,White including Another other and Irish
S180303995,CSC3122,84,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3123,75,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3221,94,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3621,97,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3622,82,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3721,73,Female,Not Assigned,White including Another other and Irish
S180303995,CSC3722,86,Female,Not Assigned,White including Another other and Irish
S180303995,SUG3500,75,Female,Not Assigned,White including Another other and Irish
S180332168,CSC3124,88,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3221,97,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3222,97,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3223,83,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3322,81,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3423,74,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3621,98,Male,Not Assigned,White including Another other and Irish
S180332168,CSC3721,81,Male,Not Assigned,White including Another other and Irish
S170352332,CSC8621,60,Male,INTO,Other Asian
S170352332,CSC8626,50,Male,INTO,Other Asian
S170352332,CSC8631,88,Male,INTO,Other Asian
S170352332,CSC8632,69,Male,INTO,Other Asian
S170352332,CSC8633,79,Male,INTO,Other Asian
S170352332,CSC8634,97,Male,INTO,Other Asian
S170352332,CSC8635,74,Male,INTO,Other Asian
S170352332,CSC8636,92,Male,INTO,Other Asian
S170352332,CSC8638,64,Male,INTO,Other Asian
S170352332,MAS8404,86,Male,INTO,Other Asian
S170352332,MAS8405,62,Male,INTO,Other Asian
S130196716,CSC8101,63,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8623,63,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8624,61,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8625,75,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8626,63,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8631,55,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8634,77,Male,Not Assigned,White including Another other and Irish
S130196716,CSC8635,50,Male,Not Assigned,White including Another other and Irish
S130196716,MAS8403,70,Male,Not Assigned,White including Another other and Irish
S130196716,MAS8404,68,Male,Not Assigned,White including Another other and Irish
S130196716,MAS8405,63,Male,Not Assigned,White including Another other and Irish
S150078760,CSC8101,77,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8621,80,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8623,70,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8624,66,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8625,74,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8626,75,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8631,82,Female,Widening Participation,White including Another other and Irish
S150078760,CSC8635,69,Female,Widening Participation,White including Another other and Irish
S150078760,MAS8382,78,Female,Widening Participation,White including Another other and Irish
S150078760,MAS8383,82,Female,Widening Participation,White including Another other and Irish
S150078760,MAS8384,82,Female,Widening Participation,White including Another other and Irish
S160243066,CSC8101,65,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8623,70,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8624,61,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8625,74,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8626,67,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8631,81,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8634,76,Male,Not Assigned,White including Another other and Irish
S160243066,CSC8635,76,Male,Not Assigned,White including Another other and Irish
S160243066,MAS8403,78,Male,Not Assigned,White including Another other and Irish
S160243066,MAS8404,74,Male,Not Assigned,White including Another other and Irish
S160243066,MAS8405,58,Male,Not Assigned,White including Another other and Irish
S160367801,CSC8101,54,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8621,84,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8623,70,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8624,66,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8625,75,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8626,66,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8631,87,Female,Not Assigned,White including Another other and Irish
S160367801,CSC8635,53,Female,Not Assigned,White including Another other and Irish
S160367801,MAS8382,60,Female,Not Assigned,White including Another other and Irish
S160367801,MAS8383,94,Female,Not Assigned,White including Another other and Irish
S160367801,MAS8384,80,Female,Not Assigned,White including Another other and Irish
S160722712,CSC8101,69,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8621,82,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8623,67,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8624,61,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8625,74,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8626,66,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8631,64,Male,Widening Participation,White including Another other and Irish
S160722712,CSC8635,61,Male,Widening Participation,White including Another other and Irish
S160722712,MAS8382,88,Male,Widening Participation,White including Another other and Irish
S160722712,MAS8383,89,Male,Widening Participation,White including Another other and Irish
S160722712,MAS8384,81,Male,Widening Participation,White including Another other and Irish
S200195898,CSC8101,80,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8621,92,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8623,68,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8624,64,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8625,75,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8626,77,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8631,76,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8634,88,Male,Not Assigned,White including Another other and Irish
S200195898,CSC8635,80,Male,Not Assigned,White including Another other and Irish
S200195898,MAS8383,83,Male,Not Assigned,White including Another other and Irish
S200195898,MAS8384,74,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8101,80,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8623,69,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8624,64,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8625,74,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8626,77,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8631,58,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8634,91,Male,Not Assigned,White including Another other and Irish
S200475882,CSC8635,63,Male,Not Assigned,White including Another other and Irish
S200475882,MAS8403,84,Male,Not Assigned,White including Another other and Irish
S200475882,MAS8404,65,Male,Not Assigned,White including Another other and Irish
S200475882,MAS8405,66,Male,Not Assigned,White including Another other and Irish
S200619589,CSC8101,81,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8623,65,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8624,64,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8625,75,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8626,71,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8631,85,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8634,70,Male,Not Assigned,Mixed White and Asian
S200619589,CSC8635,55,Male,Not Assigned,Mixed White and Asian
S200619589,MAS8403,83,Male,Not Assigned,Mixed White and Asian
S200619589,MAS8404,71,Male,Not Assigned,Mixed White and Asian
S200619589,MAS8405,64,Male,Not Assigned,Mixed White and Asian
S160043879,CSC8101,80,Male,Not Assigned,Other Mixed
S160043879,CSC8626,74,Male,Not Assigned,Other Mixed
S160043879,CSC8631,51,Male,Not Assigned,Other Mixed
S160043879,CSC8632,63,Male,Not Assigned,Other Mixed
S160043879,CSC8633,60,Male,Not Assigned,Other Mixed
S160043879,CSC8635,90,Male,Not Assigned,Other Mixed
S160413256,CSC8101, ,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8621,64,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8626,66,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8631,76,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8632,69,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8633,78,Male,Not Assigned,White including Another other and Irish
S160413256,CSC8635,57,Male,Not Assigned,White including Another other and Irish
S160413256,MAS8382,75,Male,Not Assigned,White including Another other and Irish
S160413256,MAS8383,66,Male,Not Assigned,White including Another other and Irish
S160413256,MAS8384,56,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8101,89,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8621,77,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8626,60,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8631,72,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8632,68,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8633,63,Male,Not Assigned,White including Another other and Irish
S170133557,CSC8635,47,Male,Not Assigned,White including Another other and Irish
S170133557,MAS8382,66,Male,Not Assigned,White including Another other and Irish
S170133557,MAS8383,67,Male,Not Assigned,White including Another other and Irish
S170133557,MAS8384,52,Male,Not Assigned,White including Another other and Irish
S170314123,CSC8101, ,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8621,55,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8626,60,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8631,59,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8632,68,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8633,78,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8635,81,Female,Not Assigned,White including Another other and Irish
S170314123,CSC8636,63,Female,Not Assigned,White including Another other and Irish
S170314123,MAS8382,63,Female,Not Assigned,White including Another other and Irish
S170314123,MAS8383,77,Female,Not Assigned,White including Another other and Irish
S170314123,MAS8384,70,Female,Not Assigned,White including Another other and Irish
S170354565,CSC8101,72,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8621,78,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8626,69,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8631,61,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8632,69,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8633,71,Male,Not Assigned,White including Another other and Irish
S170354565,CSC8635,55,Male,Not Assigned,White including Another other and Irish
S170354565,MAS8382,63,Male,Not Assigned,White including Another other and Irish
S170354565,MAS8383,72,Male,Not Assigned,White including Another other and Irish
S170354565,MAS8384,54,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8621,72,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8626,69,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8631,76,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8632,69,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8633,78,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8635,67,Male,Not Assigned,White including Another other and Irish
S170366133,CSC8636,63,Male,Not Assigned,White including Another other and Irish
S170366133,MAS8382,62,Male,Not Assigned,White including Another other and Irish
S170366133,MAS8383,71,Male,Not Assigned,White including Another other and Irish
S170366133,MAS8384,62,Male,Not Assigned,White including Another other and Irish
S170382074,CSC8621,50,Male,Not Assigned,Chinese
S170382074,CSC8626,54,Male,Not Assigned,Chinese
S170382074,CSC8631,64,Male,Not Assigned,Chinese
S170382074,CSC8632,67,Male,Not Assigned,Chinese
S170382074,CSC8633,72,Male,Not Assigned,Chinese
S170382074,CSC8635,65,Male,Not Assigned,Chinese
S170382074,CSC8637,76,Male,Not Assigned,Chinese
S170382074,MAS8382,60,Male,Not Assigned,Chinese
S170382074,MAS8383,56,Male,Not Assigned,Chinese
S170382074,MAS8384,45,Male,Not Assigned,Chinese
S170691367,CSC8626,66,Female,Not Assigned,White including Another other and Irish
S170691367,CSC8631,54,Female,Not Assigned,White including Another other and Irish
S170691367,CSC8632,71,Female,Not Assigned,White including Another other and Irish
S170691367,CSC8633,64,Female,Not Assigned,White including Another other and Irish
S170691367,CSC8635,50,Female,Not Assigned,White including Another other and Irish
S200128988,CSC8621,62,Female,INTO,Chinese
S200128988,CSC8626,63,Female,INTO,Chinese
S200128988,CSC8631,60,Female,INTO,Chinese
S200128988,CSC8632,67,Female,INTO,Chinese
S200128988,CSC8633,76,Female,INTO,Chinese
S200128988,CSC8635,50,Female,INTO,Chinese
S200128988,CSC8637,71,Female,INTO,Chinese
S200128988,MAS8382,45,Female,INTO,Chinese
S200128988,MAS8383, ,Female,INTO,Chinese
S200128988,MAS8384,62,Female,INTO,Chinese
S150309583,CSC8621,87,Male,PARTNERS,White including Another other and Irish
S150309583,MAS8382,63,Male,PARTNERS,White including Another other and Irish
S150309583,MAS8383,76,Male,PARTNERS,White including Another other and Irish
S150309583,MAS8384,64,Male,PARTNERS,White including Another other and Irish
S160296475,CSC8621,79,Female,PARTNERS,Chinese
S160296475,CSC8637,94,Female,PARTNERS,Chinese
S160296475,MAS8382,68,Female,PARTNERS,Chinese
S160296475,MAS8383,83,Female,PARTNERS,Chinese
S210000326,CSC8101,68,Male,Not Assigned,White including Another other and Irish
S210000326,CSC8626,64,Male,Not Assigned,White including Another other and Irish
S210000326,CSC8631,58,Male,Not Assigned,White including Another other and Irish
