Student,Module Code,Mark,Gender,UoN Student Group,Ethnicity
S150579485,BUS2027,65,Male,Not Assigned,White including Another other and Irish
S150579485,BUS3343,72,Male,Not Assigned,White including Another other and Irish
S150579485,ECO1089,80,Male,Not Assigned,White including Another other and Irish
S150579485,SUG3500,72,Male,Not Assigned,White including Another other and Irish
S150586380,CSC3323,0,Male,Not Assigned,Other Mixed
S150586380,CSC3721,57,Male,Not Assigned,Other Mixed
S150586380,PSY2001, ,Male,Not Assigned,Other Mixed
S150586380,PSY2003,37,Male,Not Assigned,Other Mixed
S150586380,SUG3500,68,Male,Not Assigned,Other Mixed
S160177211,CSC3122,73,Male,Not Assigned,White including Another other and Irish
S160177211,CSC3124,68,Male,Not Assigned,White including Another other and Irish
S160177211,CSC3222,52,Male,Not Assigned,White including Another other and Irish
S160177211,CSC3324,74,Male,Not Assigned,White including Another other and Irish
S160177211,CSC3424,77,Male,Not Assigned,White including Another other and Irish
S160177211,CSC3622,62,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3123,66,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3221,67,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3223,64,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3422,80,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3621,76,Male,Not Assigned,White including Another other and Irish
S150553544,CSC3721,62,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3096,61,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3221,60,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3222,67,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3223,58,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3224,77,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3423,68,Male,Not Assigned,White including Another other and Irish
S150579876,CSC3424, ,Male,Not Assigned,White including Another other and Irish
S150579876,CSC8314,60,Male,Not Assigned,White including Another other and Irish
S150545413,CSC2025,53,Male,Not Assigned,Chinese
S150545413,CSC3123,57,Male,Not Assigned,Chinese
S150545413,CSC3223,20,Male,Not Assigned,Chinese
S150545413,CSC3621,83,Male,Not Assigned,Chinese
S150545413,CSC3721,57,Male,Not Assigned,Chinese
S150688167,CSC2026,77,Male,Not Assigned,Chinese
S150688167,CSC2513,74,Male,Not Assigned,Chinese
S150688167,SOC1033,62,Male,Not Assigned,Chinese
S069011795,CSC8601,90,Female,Not Assigned,White including Another other and Irish
S069011795,CSC8602,81,Female,Not Assigned,White including Another other and Irish
S069011795,CSC8603,89,Female,Not Assigned,White including Another other and Irish
S069011795,CSC8604,83,Female,Not Assigned,White including Another other and Irish
S069011795,CSC8605,75,Female,Not Assigned,White including Another other and Irish
S069011795,CSC8609,68,Female,Not Assigned,White including Another other and Irish
S069011795,HSC8042,55,Female,Not Assigned,White including Another other and Irish
S069011795,HSC8047,67,Female,Not Assigned,White including Another other and Irish
S069011795,HSC8056,62,Female,Not Assigned,White including Another other and Irish
S081326965,CSC8601,58,Female,Not Assigned,White including Another other and Irish
S081326965,CSC8602,62,Female,Not Assigned,White including Another other and Irish
S081326965,CSC8603,72,Female,Not Assigned,White including Another other and Irish
S081326965,CSC8604,79,Female,Not Assigned,White including Another other and Irish
S081326965,CSC8605,72,Female,Not Assigned,White including Another other and Irish
S081326965,HSC8042,75,Female,Not Assigned,White including Another other and Irish
S081326965,HSC8047,59,Female,Not Assigned,White including Another other and Irish
S081326965,HSC8056,62,Female,Not Assigned,White including Another other and Irish
S101271093,CSC8101,86,Male,Not Assigned,White including Another other and Irish
S101271093,CSC8601,60,Male,Not Assigned,White including Another other and Irish
S101271093,CSC8602,62,Male,Not Assigned,White including Another other and Irish
S101271093,CSC8603,58,Male,Not Assigned,White including Another other and Irish
S101271093,CSC8604,79,Male,Not Assigned,White including Another other and Irish
S101271093,CSC8605,70,Male,Not Assigned,White including Another other and Irish
S101271093,EDU8031,68,Male,Not Assigned,White including Another other and Irish
S140502970,CSC8601,82,Male,Not Assigned,White including Another other and Irish
S140502970,CSC8602,74,Male,Not Assigned,White including Another other and Irish
S140502970,CSC8603,63,Male,Not Assigned,White including Another other and Irish
S140502970,CSC8604,83,Male,Not Assigned,White including Another other and Irish
S140502970,CSC8605,75,Male,Not Assigned,White including Another other and Irish
S140502970,SOC8034,58,Male,Not Assigned,White including Another other and Irish
S140502970,TCP8001,57,Male,Not Assigned,White including Another other and Irish
S140502970,TCP8939,65,Male,Not Assigned,White including Another other and Irish
S150177177,CSC8601,66,Female,Not Assigned,Arab
S150177177,CSC8602,71,Female,Not Assigned,Arab
S150177177,CSC8603,67,Female,Not Assigned,Arab
S150177177,CSC8604,81,Female,Not Assigned,Arab
S150177177,CSC8605,74,Female,Not Assigned,Arab
S150177177,EDU8031,63,Female,Not Assigned,Arab
S150177177,SOC8034,72,Female,Not Assigned,Arab
S150530431,CSC8101,85,Male,Not Assigned,Asian or Asian British (all)
S150530431,CSC8601,60,Male,Not Assigned,Asian or Asian British (all)
S150530431,CSC8602,66,Male,Not Assigned,Asian or Asian British (all)
S150530431,CSC8603,61,Male,Not Assigned,Asian or Asian British (all)
S150530431,CSC8604,82,Male,Not Assigned,Asian or Asian British (all)
S150530431,CSC8605,65,Male,Not Assigned,Asian or Asian British (all)
S150530431,HSC8056,60,Male,Not Assigned,Asian or Asian British (all)
S150530431,TCP8939,75,Male,Not Assigned,Asian or Asian British (all)
S150609900,CSC8101,88,Male,Not Assigned,White including Another other and Irish
S150609900,CSC8601,74,Male,Not Assigned,White including Another other and Irish
S150609900,CSC8602,85,Male,Not Assigned,White including Another other and Irish
S150609900,CSC8603,69,Male,Not Assigned,White including Another other and Irish
S150609900,CSC8604,81,Male,Not Assigned,White including Another other and Irish
S150609900,CSC8605,67,Male,Not Assigned,White including Another other and Irish
S150609900,HSC8042,55,Male,Not Assigned,White including Another other and Irish
S150609900,HSC8056,60,Male,Not Assigned,White including Another other and Irish
S150610102,CSC8601,91,Female,Not Assigned,White including Another other and Irish
S150610102,CSC8602,86,Female,Not Assigned,White including Another other and Irish
S150610102,CSC8603,88,Female,Not Assigned,White including Another other and Irish
S150610102,CSC8604,79,Female,Not Assigned,White including Another other and Irish
S150610102,CSC8605,76,Female,Not Assigned,White including Another other and Irish
S150610102,SOC8034,70,Female,Not Assigned,White including Another other and Irish
S150610102,TCP8001,58,Female,Not Assigned,White including Another other and Irish
S150610102,TCP8939,72,Female,Not Assigned,White including Another other and Irish
S150616090,CSC8601,94,Male,Not Assigned,White including Another other and Irish
S150616090,CSC8602,61,Male,Not Assigned,White including Another other and Irish
S150616090,CSC8603,74,Male,Not Assigned,White including Another other and Irish
S150616090,CSC8604,82,Male,Not Assigned,White including Another other and Irish
S150616090,CSC8605,74,Male,Not Assigned,White including Another other and Irish
S150616090,EDU8213,78,Male,Not Assigned,White including Another other and Irish
S150616090,SOC8034,64,Male,Not Assigned,White including Another other and Irish
S150616551,CSC8601,93,Male,Not Assigned,White including Another other and Irish
S150616551,CSC8602,50,Male,Not Assigned,White including Another other and Irish
S150616551,CSC8603,75,Male,Not Assigned,White including Another other and Irish
S150616551,CSC8604,83,Male,Not Assigned,White including Another other and Irish
S150616551,CSC8605,54,Male,Not Assigned,White including Another other and Irish
S150616551,EDU8031,64,Male,Not Assigned,White including Another other and Irish
S150616551,SOC8034,58,Male,Not Assigned,White including Another other and Irish
S150623836,CSC8601,89,Female,Not Assigned,White including Another other and Irish
S150623836,CSC8602,76,Female,Not Assigned,White including Another other and Irish
S150623836,CSC8603,67,Female,Not Assigned,White including Another other and Irish
S150623836,CSC8604,82,Female,Not Assigned,White including Another other and Irish
S150623836,CSC8605,81,Female,Not Assigned,White including Another other and Irish
S150623836,HSC8042,65,Female,Not Assigned,White including Another other and Irish
S150623836,HSC8047,62,Female,Not Assigned,White including Another other and Irish
S150623836,HSC8056,57,Female,Not Assigned,White including Another other and Irish
S150642527,CSC8111,71,Male,Not Assigned,White including Another other and Irish
S150642527,CSC8601,92,Male,Not Assigned,White including Another other and Irish
S150642527,CSC8602,53,Male,Not Assigned,White including Another other and Irish
S150642527,CSC8603,68,Male,Not Assigned,White including Another other and Irish
S150642527,CSC8604,81,Male,Not Assigned,White including Another other and Irish
S150642527,CSC8605,71,Male,Not Assigned,White including Another other and Irish
S150642527,EDU8031,66,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8101,77,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8110,85,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8111,63,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8622,85,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8623,70,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8624,66,Male,Not Assigned,White including Another other and Irish
S011306821,CSC8625,80,Male,Not Assigned,White including Another other and Irish
S011306821,MAS8380,92,Male,Not Assigned,White including Another other and Irish
S011306821,MAS8381,81,Male,Not Assigned,White including Another other and Irish
S011306821,MAS8382,57,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8101,87,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8110,89,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8111,62,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8622,89,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8623,61,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8624,66,Male,Not Assigned,White including Another other and Irish
S100559242,CSC8625,70,Male,Not Assigned,White including Another other and Irish
S100559242,MAS8380,97,Male,Not Assigned,White including Another other and Irish
S100559242,MAS8381,89,Male,Not Assigned,White including Another other and Irish
S100559242,MAS8382,61,Male,Not Assigned,White including Another other and Irish
S101011145,CSC8101,68,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8110,81,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8111,67,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8622,89,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8623,70,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8624,61,Female,Not Assigned,White including Another other and Irish
S101011145,CSC8625,69,Female,Not Assigned,White including Another other and Irish
S101011145,MAS8380,96,Female,Not Assigned,White including Another other and Irish
S101011145,MAS8381,80,Female,Not Assigned,White including Another other and Irish
S101011145,MAS8382,64,Female,Not Assigned,White including Another other and Irish
S110059750,CSC8101,74,Female,Not Assigned,Chinese
S110059750,CSC8110,96,Female,Not Assigned,Chinese
S110059750,CSC8111,61,Female,Not Assigned,Chinese
S110059750,CSC8621,92,Female,Not Assigned,Chinese
S110059750,CSC8622,88,Female,Not Assigned,Chinese
S110059750,CSC8623,68,Female,Not Assigned,Chinese
S110059750,CSC8624,69,Female,Not Assigned,Chinese
S110059750,CSC8625,80,Female,Not Assigned,Chinese
S110059750,MAS8381,88,Female,Not Assigned,Chinese
S110059750,MAS8382,74,Female,Not Assigned,Chinese
S110075495,CSC8101,74,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8110,93,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8111,67,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8621,91,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8622,86,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8623,67,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8624,68,Female,Not Assigned,White including Another other and Irish
S110075495,CSC8625,70,Female,Not Assigned,White including Another other and Irish
S110075495,MAS8381,90,Female,Not Assigned,White including Another other and Irish
S110075495,MAS8382,75,Female,Not Assigned,White including Another other and Irish
S110098449,CSC8101,79,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8110,91,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8111,77,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8621,86,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8622,76,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8623,69,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8624,59,Male,Not Assigned,White including Another other and Irish
S110098449,CSC8625,69,Male,Not Assigned,White including Another other and Irish
S110098449,MAS8381,79,Male,Not Assigned,White including Another other and Irish
S110098449,MAS8382,77,Male,Not Assigned,White including Another other and Irish
S110331287,CSC8101,72,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8110,86,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8111,85,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8621,85,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8622,71,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8623,59,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8624,69,Female,Not Assigned,White including Another other and Irish
S110331287,CSC8625,70,Female,Not Assigned,White including Another other and Irish
S110331287,MAS8381,83,Female,Not Assigned,White including Another other and Irish
S110331287,MAS8382,72,Female,Not Assigned,White including Another other and Irish
S110336260,CSC8102,74,Male,Not Assigned,White including Another other and Irish
S110336260,CSC8204, ,Male,Not Assigned,White including Another other and Irish
S110336260,CSC8622,76,Male,Not Assigned,White including Another other and Irish
S110336260,MAS8380,90,Male,Not Assigned,White including Another other and Irish
S110336260,MAS8381,80,Male,Not Assigned,White including Another other and Irish
S110336260,MAS8382,54,Male,Not Assigned,White including Another other and Irish
S110338644,CSC8101,80,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8110,73,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8111,50,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8622,71,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8623,75,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8624,71,Female,Not Assigned,White including Another other and Irish
S110338644,CSC8625,80,Female,Not Assigned,White including Another other and Irish
S110338644,MAS8380,93,Female,Not Assigned,White including Another other and Irish
S110338644,MAS8381,87,Female,Not Assigned,White including Another other and Irish
S110338644,MAS8382,74,Female,Not Assigned,White including Another other and Irish
S120065714,CSC8101,72,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8110,78,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8111,70,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8621,87,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8622,79,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8623,65,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8624,58,Male,Not Assigned,White including Another other and Irish
S120065714,CSC8625,69,Male,Not Assigned,White including Another other and Irish
S120065714,MAS8381,84,Male,Not Assigned,White including Another other and Irish
S120065714,MAS8382,71,Male,Not Assigned,White including Another other and Irish
S150469832,CSC8101,76,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8110,89,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8111,58,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8622,74,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8623,63,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8624,62,Female,Not Assigned,White including Another other and Irish
S150469832,CSC8625,69,Female,Not Assigned,White including Another other and Irish
S150469832,MAS8380,92,Female,Not Assigned,White including Another other and Irish
S150469832,MAS8381,83,Female,Not Assigned,White including Another other and Irish
S150469832,MAS8382,74,Female,Not Assigned,White including Another other and Irish
S051050070,CSC8001,60,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8002,70,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8004,73,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8008,80,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8009,75,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8010,74,Male,Not Assigned,White including Another other and Irish
S051050070,CSC8099,65,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8001,93,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8002,86,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8004,92,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8008,84,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8009,78,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8010,93,Male,Not Assigned,White including Another other and Irish
S082958677,CSC8099,71,Male,Not Assigned,White including Another other and Irish
S101164393,CSC8001,85,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8002,88,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8004,90,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8008,84,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8009,71,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8010,86,Female,Not Assigned,White including Another other and Irish
S101164393,CSC8099,80,Female,Not Assigned,White including Another other and Irish
S110551379,CSC8001,82,Male,Not Assigned,Chinese
S110551379,CSC8002,63,Male,Not Assigned,Chinese
S110551379,CSC8004,80,Male,Not Assigned,Chinese
S110551379,CSC8008,71,Male,Not Assigned,Chinese
S110551379,CSC8009,52,Male,Not Assigned,Chinese
S110551379,CSC8010,73,Male,Not Assigned,Chinese
S110551379,CSC8099,54,Male,Not Assigned,Chinese
S120049600,CSC8001,68,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8002,77,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8004,79,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8008,80,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8009,69,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8010,74,Male,Not Assigned,White including Another other and Irish
S120049600,CSC8099,72,Male,Not Assigned,White including Another other and Irish
S120151349,CSC8001,80,Male,Not Assigned,Other Asian
S120151349,CSC8002,40,Male,Not Assigned,Other Asian
S120151349,CSC8004,76,Male,Not Assigned,Other Asian
S120151349,CSC8008,68,Male,Not Assigned,Other Asian
S120151349,CSC8009,50,Male,Not Assigned,Other Asian
S120151349,CSC8010,80,Male,Not Assigned,Other Asian
S120151349,CSC8099,60,Male,Not Assigned,Other Asian
S120161706,CSC8001,82,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8002,79,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8004,76,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8008,89,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8009,67,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8010,84,Male,Not Assigned,White including Another other and Irish
S120161706,CSC8099,72,Male,Not Assigned,White including Another other and Irish
S120260157,CSC8001,80,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8002,88,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8004,92,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8008,95,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8009,88,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8010,88,Female,Not Assigned,White including Another other and Irish
S120260157,CSC8099,81,Female,Not Assigned,White including Another other and Irish
S120276893,CSC8001,56,Male,Not Assigned,Chinese
S120276893,CSC8002,50,Male,Not Assigned,Chinese
S120276893,CSC8004,73,Male,Not Assigned,Chinese
S120276893,CSC8008,62,Male,Not Assigned,Chinese
S120276893,CSC8009,66,Male,Not Assigned,Chinese
S120276893,CSC8010,52,Male,Not Assigned,Chinese
S120276893,CSC8099,59,Male,Not Assigned,Chinese
S120526514,CSC8001,80,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8002,87,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8004,85,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8008,87,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8009,75,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8010,90,Female,Not Assigned,White including Another other and Irish
S120526514,CSC8099,64,Female,Not Assigned,White including Another other and Irish
S130461692,CSC8001,80,Female,Not Assigned,Chinese
S130461692,CSC8002,74,Female,Not Assigned,Chinese
S130461692,CSC8004,82,Female,Not Assigned,Chinese
S130461692,CSC8008,73,Female,Not Assigned,Chinese
S130461692,CSC8009,65,Female,Not Assigned,Chinese
S130461692,CSC8010,84,Female,Not Assigned,Chinese
S130461692,CSC8099,65,Female,Not Assigned,Chinese
S130630933,CSC8001,85,Male,INTO,Arab
S130630933,CSC8002,88,Male,INTO,Arab
S130630933,CSC8004,83,Male,INTO,Arab
S130630933,CSC8008,81,Male,INTO,Arab
S130630933,CSC8009,67,Male,INTO,Arab
S130630933,CSC8010,86,Male,INTO,Arab
S130630933,CSC8099,72,Male,INTO,Arab
S130659440,CSC8001,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8002,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8004,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8005,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8008,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8009,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8010,0,Male,Not Assigned,Asian or Asian British (all)
S130659440,CSC8099, ,Male,Not Assigned,Asian or Asian British (all)
S140300804,CSC8001,52,Male,INTO,Chinese
S140300804,CSC8002,56,Male,INTO,Chinese
S140300804,CSC8004,78,Male,INTO,Chinese
S140300804,CSC8008,69,Male,INTO,Chinese
S140300804,CSC8009,67,Male,INTO,Chinese
S140300804,CSC8010,75,Male,INTO,Chinese
S140300804,CSC8099,60,Male,INTO,Chinese
S140465402,CSC8001,57,Female,INTO,Chinese
S140465402,CSC8002,74,Female,INTO,Chinese
S140465402,CSC8004,75,Female,INTO,Chinese
S140465402,CSC8008,74,Female,INTO,Chinese
S140465402,CSC8009,62,Female,INTO,Chinese
S140465402,CSC8010,63,Female,INTO,Chinese
S140465402,CSC8099,67,Female,INTO,Chinese
S140476729,CSC8001,68,Male,INTO,Chinese
S140476729,CSC8002,65,Male,INTO,Chinese
S140476729,CSC8004,64,Male,INTO,Chinese
S140476729,CSC8008,64,Male,INTO,Chinese
S140476729,CSC8009,58,Male,INTO,Chinese
S140476729,CSC8010,67,Male,INTO,Chinese
S140476729,CSC8099,68,Male,INTO,Chinese
S140600209,CSC8001,40,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8002,65,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8004,72,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8008,59,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8009,60,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8010,40,Male,Not Assigned,White including Another other and Irish
S140600209,CSC8099,71,Male,Not Assigned,White including Another other and Irish
S150005087,CSC8001,56,Female,INTO,Chinese
S150005087,CSC8002,44,Female,INTO,Chinese
S150005087,CSC8004,65,Female,INTO,Chinese
S150005087,CSC8008,63,Female,INTO,Chinese
S150005087,CSC8009,51,Female,INTO,Chinese
S150005087,CSC8010,65,Female,INTO,Chinese
S150005087,CSC8099,56,Female,INTO,Chinese
S150017725,CSC8001,50,Female,Not Assigned,Other Asian
S150017725,CSC8002,50,Female,Not Assigned,Other Asian
S150017725,CSC8004,66,Female,Not Assigned,Other Asian
S150017725,CSC8008,70,Female,Not Assigned,Other Asian
S150017725,CSC8009,57,Female,Not Assigned,Other Asian
S150017725,CSC8010,54,Female,Not Assigned,Other Asian
S150017725,CSC8099,62,Female,Not Assigned,Other Asian
S150033965,CSC8001,63,Male,INTO,Chinese
S150033965,CSC8002,71,Male,INTO,Chinese
S150033965,CSC8004,73,Male,INTO,Chinese
S150033965,CSC8008,66,Male,INTO,Chinese
S150033965,CSC8009,52,Male,INTO,Chinese
S150033965,CSC8010,78,Male,INTO,Chinese
S150033965,CSC8099,55,Male,INTO,Chinese
S150162302,CSC8001, ,Male,Not Assigned,Chinese
S150162302,CSC8002, ,Male,Not Assigned,Chinese
S150162302,CSC8004,65,Male,Not Assigned,Chinese
S150162302,CSC8008,42,Male,Not Assigned,Chinese
S150162302,CSC8009,51,Male,Not Assigned,Chinese
S150162302,CSC8010,59,Male,Not Assigned,Chinese
S150283755,CSC8001,89,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8002,80,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8004,89,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8008,85,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8009,62,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8010,91,Male,Not Assigned,White including Another other and Irish
S150283755,CSC8099,73,Male,Not Assigned,White including Another other and Irish
S150335102,CSC8001,54,Female,INTO,Chinese
S150335102,CSC8002,55,Female,INTO,Chinese
S150335102,CSC8004,71,Female,INTO,Chinese
S150335102,CSC8008,64,Female,INTO,Chinese
S150335102,CSC8009,53,Female,INTO,Chinese
S150335102,CSC8010,72,Female,INTO,Chinese
S150335102,CSC8099,70,Female,INTO,Chinese
S150393940,CSC8001,72,Male,Not Assigned,Chinese
S150393940,CSC8002,59,Male,Not Assigned,Chinese
S150393940,CSC8004,59,Male,Not Assigned,Chinese
S150393940,CSC8008,55,Male,Not Assigned,Chinese
S150393940,CSC8009,52,Male,Not Assigned,Chinese
S150393940,CSC8010,72,Male,Not Assigned,Chinese
S150393940,CSC8099,65,Male,Not Assigned,Chinese
S150420970,CSC8001,53,Male,Not Assigned,White including Another other and Irish
S150420970,CSC8002,65,Male,Not Assigned,White including Another other and Irish
S150420970,CSC8004,66,Male,Not Assigned,White including Another other and Irish
S150420970,CSC8008,83,Male,Not Assigned,White including Another other and Irish
S150420970,CSC8009,68,Male,Not Assigned,White including Another other and Irish
S150420970,CSC8010,69,Male,Not Assigned,White including Another other and Irish
S150428437,CSC8001,75,Male,INTO,Chinese
S150428437,CSC8002,59,Male,INTO,Chinese
S150428437,CSC8004,75,Male,INTO,Chinese
S150428437,CSC8008,71,Male,INTO,Chinese
S150428437,CSC8009,71,Male,INTO,Chinese
S150428437,CSC8010,74,Male,INTO,Chinese
S150428437,CSC8099,64,Male,INTO,Chinese
S150482668,CSC8001,70,Male,Not Assigned,Chinese
S150482668,CSC8002,63,Male,Not Assigned,Chinese
S150482668,CSC8004,67,Male,Not Assigned,Chinese
S150482668,CSC8008,65,Male,Not Assigned,Chinese
S150482668,CSC8009,52,Male,Not Assigned,Chinese
S150482668,CSC8010,76,Male,Not Assigned,Chinese
S150482668,CSC8099,57,Male,Not Assigned,Chinese
S150505602,CSC8001,53,Male,INTO,Chinese
S150505602,CSC8002,32,Male,INTO,Chinese
S150505602,CSC8004,60,Male,INTO,Chinese
S150505602,CSC8008,67,Male,INTO,Chinese
S150505602,CSC8009,68,Male,INTO,Chinese
S150505602,CSC8010,56,Male,INTO,Chinese
S150505602,CSC8099,59,Male,INTO,Chinese
S150505945,CSC8001,0,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8002,0,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8004,61,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8008,75,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8009,71,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8010,0,Male,Not Assigned,White including Another other and Irish
S150505945,CSC8099, ,Male,Not Assigned,White including Another other and Irish
S150510536,CSC8001,36,Male,INTO,Chinese
S150510536,CSC8002,29,Male,INTO,Chinese
S150510536,CSC8004,58,Male,INTO,Chinese
S150510536,CSC8008,47,Male,INTO,Chinese
S150510536,CSC8009,52,Male,INTO,Chinese
S150510536,CSC8010,61,Male,INTO,Chinese
S150518613,CSC8001,87,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8002,69,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8004,76,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8008,77,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8009,51,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8010,70,Female,Not Assigned,White including Another other and Irish
S150518613,CSC8099,54,Female,Not Assigned,White including Another other and Irish
S150541633,CSC8001,73,Female,Not Assigned,White including Another other and Irish
